mean_platform_revenue,mean_liquid_welfare,mean_effective_poa,mean_budget_utilization,mean_bid_to_value,mean_allocative_efficiency,mean_dual_cv,mean_no_sale_rate,mean_winner_entropy,mean_lp_offline_welfare,mean_effective_poa_lp,mean_rev_all,warm_start_benefit,inter_episode_volatility,bid_suppression_ratio,cross_episode_drift,auction_type,auction_type_coded,aggressiveness,aggressiveness_coded,n_bidders,n_bidders_coded,budget_multiplier,budget_multiplier_coded,reserve_price,reserve_price_coded,sigma,sigma_coded,cell_id,replicate,seed,auction_type_code
2769.8781085788323,2318.1256129581507,1.0154351163251125,0.6121009902261175,1.4651895312519254,0.903177777777778,0.055944301841305985,0.0,0.4481458424748123,2353.9026606814427,1.0154351163251125,2769.724310737009,21.927687542711737,0.004745611445430431,1.4651895311054064,1.1208143790933699e-05,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,1,424001,0
2931.8271412101826,2814.5472957802294,1.0078918340621505,0.5247027135525058,1.4813882084376209,0.9672666666666665,0.042536272699416976,0.0,0.16006673518712577,2837.1268801077717,1.0080229760064838,2931.9327462308283,-13.484557089811915,0.0029713909936452468,1.481388208289482,-2.9421929088826813e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,2,424002,0
5582.432187286355,4452.577955608888,1.0068472928817067,0.6489836872211213,1.4772551610225293,0.9500777777777778,0.06006491871375745,0.0,0.5251252247915367,4483.063727077054,1.0068472928817067,5583.1827723303495,-137.2726997168902,0.007270960169093745,1.4772551608748037,-8.471205820280545e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,3,424003,0
4816.992673094978,4326.266364344597,1.0167054318918658,0.5649098185922861,1.4645410667559644,0.9190333333333336,0.05684504590291329,0.0,0.3226087161518058,4398.533822634672,1.0167054318918658,4817.216061828572,6.383590042049946,0.003145966082378951,1.4645410666095102,-7.2765185437943125e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,4,424004,0
2765.5528964207674,2610.828515849016,1.0109397032499872,0.534674392732174,1.4754147379170264,0.9534444444444444,0.049807400329256436,0.0,0.20685057435111437,2639.6105326140373,1.011025753427888,2765.1993172852613,-18.146466540711117,0.002737518568614275,1.4754147377694848,-6.6622431298171755e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,5,424005,0
3245.4467566016824,4382.731947979721,1.0004130498488355,0.36972523339546254,1.5,1.0,0.0,0.0,-1.0000889005818406e-12,4386.046085544616,1.0007551011472882,3246.0467670034864,-13.048177303200646,0.0030462995232426256,1.49999999985,0.0,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,6,424006,0
3692.9698881676977,3486.051684756381,1.0104390729055377,0.5348402250531623,1.4760476473427855,0.9543777777777777,0.04795740865551888,0.0,0.2063146105866768,3522.6468702106827,1.010498450871094,3693.11882130555,14.198218930716848,0.003180316843359729,1.4760476471951807,-1.5526642698425993e-05,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.1,-1,4,7,424007,0
4389.936684700535,5451.7221696304005,1.0000438627089343,0.5128453002153993,1.4997538247957451,0.9997888888888888,0.0,0.0,0.6334659282130418,5451.962430323063,1.0000438627089343,4389.334976861204,-115.02037298004598,0.012768852283436322,1.4997538246457698,-3.599042288128383e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,0,425000,0
2444.1462514050254,2873.6843270417885,1.00003302875423,0.5425360761038203,1.4998121670323679,0.9998,0.0,0.0,0.6925942473273258,2873.7787897664366,1.0000330287542303,2444.157014051589,4.354157309409857,0.01384384773408249,1.4998121668823867,-4.1384669923202326e-08,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,1,425001,0
3244.2880961587116,4753.911408038738,1.0000190987120312,0.4284473248745198,1.4998380875914639,0.9998444444444443,0.0,0.0,0.47552611229442904,4754.002071691548,1.0000190987120312,3243.930501995434,72.86540054928537,0.014244959121267194,1.49983808744148,-1.268739417547677e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,2,425002,0
3670.518599935055,4332.8855440122825,1.0000361005032739,0.54037896627829,1.4997013735391667,0.9998,0.0,0.0,0.6889117032379609,4333.042244756203,1.0000361005032739,3669.4901571768078,58.082883528794355,0.0130740889586729,1.4997013733891964,-2.3825620022491156e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,3,425003,0
2921.2626026509374,3697.443471619636,1.000021383183345,0.5008324926578311,1.4997941433472697,0.9998555555555555,0.0,0.0,0.6148718966058215,3697.5235728095104,1.000021383183345,2923.2524637740357,35.31585717458256,0.012611493391980741,1.4997941431972903,4.440604026474647e-07,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,4,425004,0
2443.5723660378544,2900.597121023091,1.0000287650600406,0.5370856777836672,1.49978953926239,0.9998333333333334,0.0,0.0,0.6834882204016304,2900.678852534775,1.0000287650600406,2442.6962786142994,7.581766233870894,0.012273104770980515,1.499789539112411,6.887827483196179e-07,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,5,425005,0
3082.198675616149,4366.968172860613,1.0000026337517192,0.44429739056228007,1.4999145788127277,0.9999666666666668,0.0,0.0,0.5051786147589242,4366.97954383582,1.0000026337517192,3082.0164080566187,-23.529764337433335,0.01261493579775909,1.4999145786627361,1.0177363281235538e-06,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,6,425006,0
3666.459114208386,4631.122819053227,1.000051997859667,0.5020185852530955,1.499737584189888,0.9998,0.0,0.0,0.6135649872839418,4631.364981038201,1.000051997859667,3667.7398873681527,-18.76890674492597,0.012983184406199156,1.499737584039914,2.945872655657113e-07,second,-1,0.3,-1,2,-1,1.0,1,0.0,-1,0.5,1,5,7,425007,0
2875.6595133507476,2796.0248819032527,1.0052928686908778,0.5169064700623486,1.487308319921961,0.9784555555555555,0.033331876626962305,0.0,0.11945748681853643,2811.1013881696285,1.0053934254869608,2875.558653102971,20.36606750984629,0.0027276157302132667,1.4873083197732302,6.245817550958622e-06,second,-1,0.3,-1,2,-1,1.0,1,0.3,1,0.1,-1,6,0,426000,0
