avg_rev_last_1000,time_to_converge,avg_regret_of_seller,alpha,gamma,episodes,auction_type,init,exploration,asynchronous,n_bidders,median_opp_past_bid_index,winner_bid_index_state
0.9054000000000001,1000,0.09882449288144134,0.02311023295937173,0.45037773446888113,79370,second,zeros,boltzmann,0,6,False,False
1.0,10538,0.01413411512098439,0.062303691925410826,0.19280695057879535,96872,second,zeros,egreedy,0,6,False,True
0.8853000000000001,1000,0.1092517114479047,0.023335408574837527,0.6098056342054613,25271,first,zeros,boltzmann,1,6,False,False
0.9001000000000002,14659,0.11296053336189354,0.0981145108065497,0.45173529352892977,74696,first,random,egreedy,1,4,True,False
0.8934000000000001,1000,0.11027797182059021,0.096396483717546,0.863145050152347,75871,first,zeros,boltzmann,0,6,False,False
0.6661,58041,0.3273196574878334,0.08902894141688432,0.34562746036734676,81165,first,zeros,boltzmann,1,2,True,False
0.7315,1000,0.28016162669447336,0.07396153597562435,0.892096485081647,11508,second,random,boltzmann,0,2,True,True
0.8467,1000,0.14987128865186397,0.03218337637024224,0.5754770310868719,97505,second,zeros,boltzmann,0,4,False,True
0.7184,1000,0.27962550006163217,0.021746820691060324,0.8074780194021905,89239,second,zeros,boltzmann,0,2,True,False
0.894,1000,0.1105940928270042,0.03516247347452811,0.45468618456679094,59250,first,random,boltzmann,1,6,False,False
0.8885,1000,0.11027553098979116,0.09408357664335756,0.38415438232348914,83947,first,zeros,boltzmann,1,6,False,True
0.8970000000000001,1000,0.09841604623204606,0.08444535088080826,0.2106354840244109,94826,second,random,boltzmann,1,6,False,False
1.0,53385,0.13972030098046664,0.05331219706659776,0.6594266816526883,65785,second,zeros,egreedy,1,2,True,False
0.819,1000,0.1713986610834022,0.012749978816863666,0.858941857470421,74986,first,zeros,boltzmann,0,4,False,False
0.9000000000000002,1000,0.08731643144152258,0.03168419510606452,0.09690835567554094,69933,first,random,egreedy,1,6,False,True
0.8921000000000001,1000,0.10935953276578893,0.09063121375063149,0.19496564641304454,20204,first,zeros,boltzmann,1,6,True,True
0.9000000000000002,15165,0.11343076594836779,0.08392217782956303,0.5938071285244927,74992,first,random,egreedy,1,4,False,True
0.9000000000000002,8852,0.11108815726525462,0.03160927270596306,0.16275842471188487,45986,first,zeros,egreedy,1,4,True,False
1.0,5395,0.032758711860821736,0.0739884041016656,0.18071317083425026,18911,second,zeros,egreedy,1,4,False,True
1.0,10562,0.01488928606891073,0.09336815726563127,0.17802075915886306,80568,second,random,egreedy,1,6,False,False
0.7333,14136,0.2803429335226917,0.056344415860697425,0.18676168960222206,95762,second,random,boltzmann,0,2,True,True
0.6701000000000001,1000,0.32602790575801904,0.017857133817923497,0.5779700050102626,45797,first,random,boltzmann,1,2,True,False
0.9003000000000002,1000,0.08624952964575605,0.05590166560691316,0.5910281062365033,37206,first,zeros,egreedy,1,6,False,False
0.8258000000000002,1000,0.1716211871128164,0.01471272389658499,0.08631481074740599,46651,first,random,boltzmann,1,4,False,False
0.6673,1000,0.3270154605389983,0.09647026810797094,0.5427727564102366,25937,first,zeros,boltzmann,1,2,True,False
0.9053000000000001,1000,0.09856631690924034,0.0910052397240089,0.22030696310211614,82724,second,random,boltzmann,0,6,True,False
0.6759000000000001,42967,0.3281216345871434,0.06153190654083775,0.5722832558268401,51071,first,zeros,boltzmann,0,2,False,True
0.6318,59474,0.3413781186228688,0.014011821539050647,0.61766386251667,60764,first,random,egreedy,1,2,True,False
0.9000000000000002,11480,0.11495824113070169,0.09460306813157612,0.23428165653054547,56036,first,zeros,egreedy,0,4,True,True
0.7264,1000,0.2800818316357622,0.06274879916103618,0.7742087462184483,34461,second,random,boltzmann,0,2,False,False
1.0,58070,0.13063870302982875,0.05678001477041684,0.27058846970402645,76671,second,zeros,egreedy,1,2,True,False
0.8509000000000001,1000,0.14889274130410468,0.03838916699231006,0.7621696348705791,17882,second,random,boltzmann,0,4,False,False
0.9000000000000002,79336,0.250748915174343,0.04711859445288512,0.40364488006851046,90798,first,zeros,egreedy,0,2,True,True
1.0,13428,0.01862634934663215,0.054444938539741486,0.47753037407327587,79205,second,random,egreedy,1,6,True,True
0.8260000000000001,1000,0.1708378573095617,0.05357068804712281,0.19678053661098205,98549,first,random,boltzmann,0,4,False,True
1.0,15292,0.0333776361510993,0.07025815325694162,0.6192140262340365,62449,second,zeros,egreedy,1,4,False,False
0.9000000000000002,1000,0.08716111383308836,0.061814458732278754,0.5228125894822063,48984,first,zeros,egreedy,0,6,True,False
0.8216000000000001,1000,0.1723895805169387,0.016512991684252375,0.4059941692083331,99122,first,zeros,boltzmann,0,4,True,True
0.9000000000000002,59707,0.2392124557212291,0.02740927014031449,0.44560522226574123,72834,first,zeros,egreedy,0,2,True,False
0.8567,1000,0.15260026669401988,0.010135915550215377,0.6880374065043828,58494,second,random,boltzmann,1,4,False,True
0.9000000000000002,1000,0.08775942148274442,0.07944318457284975,0.09406232446353956,34018,first,random,egreedy,0,6,True,True
0.9000000000000002,1000,0.08719358562226166,0.05655888095560515,0.02988567601548265,80569,first,zeros,egreedy,1,6,False,True
0.8465,1000,0.15080060928038042,0.062432959544485994,0.6733882344767006,53834,second,zeros,boltzmann,1,4,False,False
0.9000000000000002,1000,0.0887984139347164,0.0915734039735316,0.8428863712652919,14123,first,random,egreedy,0,6,True,True
0.9000000000000002,21094,0.11197546193021593,0.05034404995423028,0.4498513492248585,95036,first,zeros,egreedy,1,4,False,True
0.9002000000000002,1000,0.08577558580383038,0.08834281502792404,0.7980137360732047,92053,first,zeros,egreedy,1,6,True,True
0.8359000000000001,1000,0.1711422644118941,0.022000165004917988,0.6170882907872628,79535,first,random,boltzmann,0,4,False,False
1.0,25137,0.03347468327791574,0.06447158923617062,0.14730958802791327,95036,second,zeros,egreedy,1,4,True,False
0.8291000000000001,1000,0.17145381872733065,0.04631515788482325,0.6296700043035337,97323,first,zeros,boltzmann,1,4,False,False
0.9000000000000002,4693,0.10840115632643983,0.016399675673467513,0.24920353675962473,22485,first,random,egreedy,0,4,False,False
1.0,6850,0.03302363609335514,0.08414265177676793,0.8862570673596762,26908,second,zeros,egreedy,0,4,False,True
0.8962,1000,0.11043842209898502,0.0735916361724257,0.8375215080598432,95570,first,zeros,boltzmann,1,6,False,True
0.9000000000000002,1000,0.087761271376749,0.09798879905094512,0.38753598683552876,23156,first,random,egreedy,0,6,False,False
0.9026000000000001,1000,0.09916467065868262,0.0994030908059031,0.07491048646720945,33400,second,zeros,boltzmann,0,6,True,False
0.9008000000000002,28985,0.14161795597771482,0.028282807573797475,0.9129428974706809,43796,first,zeros,egreedy,1,4,True,True
0.9023000000000001,1000,0.09817640943976287,0.062279766390045656,0.5339926824838961,90426,second,zeros,boltzmann,0,6,False,False
0.9997999999999999,17550,0.09617923212791671,0.053900153097396326,0.8800577371782,32271,second,random,egreedy,0,2,True,True
1.0,9050,0.13346693386773545,0.06504790532723968,0.2225524271205206,11477,second,zeros,egreedy,1,2,False,False
0.8981000000000001,1000,0.11037601496407767,0.07158270757627727,0.9855356323591278,94092,first,random,boltzmann,1,6,True,False
0.9005000000000002,7720,0.11321120420157559,0.045506789351669005,0.6658120084866791,31988,first,random,egreedy,1,4,False,True
1.0,6774,0.034048100871731005,0.02102833118576715,0.3397504091671134,25696,second,zeros,egreedy,1,4,False,True
0.8961000000000001,1000,0.09876386170906717,0.05663890628795875,0.5448297383363905,30660,second,random,boltzmann,1,6,False,True
0.8369000000000001,1000,0.1722480292792793,0.01483337530576953,0.8939136190816119,28416,first,zeros,boltzmann,1,4,True,False
1.0,50863,0.13403208282737905,0.058727861910414174,0.4525335764044712,62588,second,zeros,egreedy,1,2,True,False
0.7041000000000002,78964,0.28113221460249227,0.01858014104305363,0.29802609752354275,94929,second,zeros,boltzmann,0,2,True,True
0.9000000000000002,17776,0.1098813178045456,0.011514250528516639,0.952208339427215,90241,first,zeros,egreedy,0,4,True,True
0.8574,1000,0.1482760042043651,0.026084291911997542,0.5972142102046909,48521,second,random,boltzmann,1,4,False,False
0.6712,1000,0.3269523552716184,0.030594601510937458,0.08700744304821946,48211,first,random,boltzmann,1,2,False,False
0.9007000000000003,1000,0.0866481003486845,0.07710036635651525,0.5118658698032125,44166,first,random,egreedy,1,6,False,True
0.8895,1000,0.11062925170068025,0.032997475018954905,0.6184740107012588,59976,first,zeros,boltzmann,1,6,False,False
1.0,16775,0.03512446051185679,0.08086612225360368,0.9008078679366309,62791,second,random,egreedy,1,4,False,False
0.9000000000000002,22478,0.1124951750198078,0.08034024665056934,0.5562077926348398,98446,first,zeros,egreedy,1,4,True,False
0.6802999999999999,1000,0.3274543180712846,0.04172678707104162,0.21184773733177706,86358,first,zeros,boltzmann,1,2,False,True
0.8468000000000002,1000,0.14954191508243028,0.039171405165208555,0.6619048158891879,80007,second,random,boltzmann,0,4,False,False
0.9997999999999999,7085,0.09699729264090573,0.08236927420215356,0.43775600942518844,12189,second,random,egreedy,0,2,True,True
0.9000000000000002,1000,0.08817504504358269,0.04995634549198844,0.05129848120489478,61607,first,zeros,egreedy,1,6,True,True
0.6674000000000001,1000,0.3285979881146044,0.012672925256191464,0.7597620798976039,30121,first,zeros,boltzmann,1,2,False,False
0.9027000000000001,1000,0.09822217951182008,0.09710561565690985,0.49355092157434055,62436,second,random,boltzmann,1,6,True,False
0.6753000000000001,1000,0.32676000221349116,0.09537596427009008,0.9468764540634276,90355,first,zeros,boltzmann,1,2,False,True
0.8921000000000001,1000,0.1108277229603771,0.09113512677763418,0.19619617740403927,84219,first,zeros,boltzmann,0,6,True,False
0.9000000000000002,54588,0.2352547896804849,0.022981582561141037,0.6676358946506986,65662,first,zeros,egreedy,0,2,False,False
0.7051000000000001,1000,0.2866626794258373,0.06228477152355149,0.10425895882424965,40128,second,random,boltzmann,1,2,True,True
1.0,66095,0.1301878873966942,0.050685927881415085,0.23111611687464473,92928,second,zeros,egreedy,1,2,True,True
1.0,5974,0.09433682545957699,0.01971499195852803,0.739967202352579,10118,second,random,egreedy,0,2,False,False
0.8488000000000001,1000,0.15010228870988362,0.03483261190877858,0.23808690926421616,93852,second,zeros,boltzmann,0,4,False,False
0.7141000000000001,1000,0.28143920175883647,0.09102014918733817,0.7967031970763612,23652,second,zeros,boltzmann,1,2,False,False
0.7194,1000,0.28233925228916873,0.04080696872983924,0.41044499997038886,59301,second,random,boltzmann,0,2,False,True
0.6847000000000001,54672,0.3244801437782787,0.041611374050423706,0.47061412733694413,63431,first,random,boltzmann,1,2,True,True
0.9030000000000002,10400,0.12583879160540035,0.0810697524519795,0.8339507577290178,29924,first,random,egreedy,1,4,True,True
0.9000000000000002,1000,0.08712498906673663,0.05350896659350039,0.736632319778579,22866,first,zeros,egreedy,0,6,False,False
0.6626000000000001,1000,0.327683628318584,0.016712853798051028,0.7442375106510438,90400,first,random,boltzmann,1,2,False,False
0.8884000000000001,1000,0.11117531975527833,0.07832576734929787,0.7791948328714786,88427,first,zeros,boltzmann,0,6,False,False
0.9009000000000001,1000,0.09885022111132474,0.043600256852298555,0.296370007144057,52010,second,zeros,boltzmann,1,6,False,True
1.0,20114,0.03214966332105196,0.06056134813699261,0.8773032688510543,78710,second,zeros,egreedy,0,4,False,True
0.8999000000000001,1000,0.10230607082630691,0.08334023828978429,0.06654197220181997,23720,second,zeros,boltzmann,1,6,True,True
0.9000000000000002,1000,0.08763465874521315,0.06359668601759447,0.04172075078342242,27941,first,zeros,egreedy,1,6,False,True
0.8286000000000001,1000,0.17101214793242456,0.06844595034176172,0.7039603459252677,74169,first,zeros,boltzmann,0,4,False,True
0.9000000000000002,2439,0.11189616063177349,0.058588896925602374,0.13120557532969768,11903,first,random,egreedy,1,4,False,False
0.9796,14629,0.15205472271726594,0.014768076848371168,0.7043566759353481,19078,second,zeros,egreedy,1,2,True,False
0.8561000000000001,1000,0.15026638405132903,0.040982120387146416,0.38928653752964054,34912,second,random,boltzmann,1,4,False,True
0.9000000000000002,1000,0.08628168136438141,0.014104837187685454,0.20141250511377526,73821,first,zeros,egreedy,1,6,False,False
0.8408000000000001,1000,0.16666989351403677,0.016039203288346342,0.3223435587893506,10330,second,zeros,boltzmann,1,4,True,True
0.8297,1000,0.17195884650686247,0.0787493417017056,0.6383329435754433,46849,first,random,boltzmann,0,4,True,True
0.8858,1000,0.11010618363522795,0.01816823641815299,0.8336868978826873,64040,first,random,boltzmann,0,6,False,False
0.6759000000000001,1000,0.32653514731978706,0.045721583794197794,0.08460396085579534,62551,first,zeros,boltzmann,1,2,False,True
1.0,33057,0.09527454985495801,0.04909751305996982,0.7172963293459178,58259,second,zeros,egreedy,0,2,False,False
0.9000000000000002,14004,0.10841388717652767,0.010778305359904164,0.30203695606330044,76243,first,random,egreedy,0,4,True,False
0.575,80257,0.31277112874799856,0.055537900025485656,0.6623745596465259,86813,first,random,egreedy,1,2,True,False
0.8478000000000001,1000,0.1547184879542127,0.035115614811363396,0.7727731826470661,15026,second,zeros,boltzmann,1,4,True,False
1.0,23498,0.03106654832184287,0.06013343333563173,0.023127373960718494,96892,second,random,egreedy,0,4,False,False
1.0,59963,0.1335587108406581,0.044623412420131923,0.6737625724985083,75429,second,random,egreedy,1,2,False,False
0.8953000000000002,1000,0.09986542181848765,0.06084063777449126,0.7333722493773135,11889,second,random,boltzmann,1,6,False,True
0.9000000000000002,64833,0.2502606186801671,0.04566366132229419,0.9725487162978451,73479,first,zeros,egreedy,0,2,True,False
1.0,3546,0.036573367260390156,0.023693165455896274,0.2182929734986957,11790,second,zeros,egreedy,1,4,False,True
0.847,1000,0.14915235877159724,0.0565555113968966,0.3517958197050075,36926,second,random,boltzmann,0,4,False,False
1.0,3654,0.019546174142480208,0.013964251032700808,0.9099528398829289,18950,second,random,egreedy,0,6,True,True
0.9035000000000002,1000,0.09889586696146382,0.0872880091420792,0.6355429633163164,73723,second,random,boltzmann,0,6,False,True
0.8303,1000,0.17103602499693663,0.09642928731290008,0.23324756609385372,32644,first,random,boltzmann,0,4,True,True
1.0,10981,0.014656022491240586,0.03703261350682987,0.10770987537060903,95326,second,zeros,egreedy,0,6,True,True
0.83,1000,0.17185043708220082,0.07284010482854217,0.336841005921979,13613,first,zeros,boltzmann,1,4,True,False
0.7322000000000001,1000,0.2784406070120356,0.0772755472270666,0.23067607859614295,32487,second,zeros,boltzmann,1,2,True,False
0.6721000000000001,1000,0.3258564946114577,0.03209212748915885,0.09265773145254431,35260,first,zeros,boltzmann,0,2,True,False
0.9009000000000003,1000,0.08756358019759791,0.08009347893082257,0.23289293252748744,37551,first,zeros,egreedy,1,6,True,True
0.6699,1000,0.32766230036888955,0.03988919505634837,0.43540332337200954,45271,first,random,boltzmann,0,2,False,True
0.6687000000000001,1000,0.3274565448740688,0.01574051324990823,0.1881311428553833,16914,first,random,boltzmann,0,2,True,True
0.6882,59162,0.32656487943112145,0.07300405704310729,0.23709009532692657,75517,first,random,boltzmann,0,2,False,False
0.834,1000,0.17109949931113277,0.053564585021638494,0.8481425893691712,59518,first,random,boltzmann,1,4,True,True
0.9000000000000002,13629,0.11045773471433344,0.04591523261241574,0.8079256945630465,71832,first,zeros,egreedy,1,4,False,False
0.6683,24709,0.3227489104927924,0.0927656469344622,0.6884720346331842,29830,first,random,boltzmann,1,2,False,False
1.0,8510,0.016218783461711163,0.057592546213707144,0.22294456690141723,57902,second,random,egreedy,1,6,True,False
0.9003000000000002,1000,0.08764188767468183,0.07344961639169179,0.29891852756650306,94529,first,zeros,egreedy,1,6,True,True
1.0,24541,0.03876790899138464,0.08690586933464915,0.9524712109875476,84036,second,random,egreedy,1,4,True,True
1.0,12513,0.1316476251232384,0.03529173643198437,0.23087912094692492,17243,second,zeros,egreedy,1,2,False,True
