avg_rev_last_1000,time_to_converge,no_sale_rate,price_volatility,winner_entropy,raw_regret,efficient_regret,excess_regret,structural_gap,shading_gap,excess_gap,btv_median,btv_iqr,winners_curse_freq,bid_dispersion,signal_slope_ratio,theoretical_revenue,efficient_benchmark,bne_bid_coefficient,theoretical_revenue_grid,theoretical_revenue_grid_se,tie_top_rate,auction_type,n_bidders,state_info,eta,auction_type_coded,n_bidders_coded,state_info_coded,eta_linear_coded,eta_quadratic_coded,cell_id,replicate,seed,auction_type_code,ratio_to_theory
0.47045000000000003,1000,0.0,0.26555394461389575,0.6931291804499438,0.52955,0.19351428571428553,-0.4113500000000001,0.41666666666666674,0.24999999999999994,-0.13711666666666672,0.7494414860835821,0.8359342921371186,0.36,0.1357,0.3216179745675444,0.3333333333333333,0.5833333333333333,0.5,0.3334325,0.0003728692122413702,0.026,first,2,signal_only,0.5,1,-1,-1,0,-2,12,0,420012,1,1.41135
0.39947,1000,0.0,0.3330009295782821,0.6928591529035732,0.60053,0.31519428571428565,-0.19840999999999998,0.41666666666666674,0.24999999999999994,-0.06613666666666668,0.6303716527588337,1.3574773347441362,0.36,0.14139500000000002,0.09227884528965252,0.3333333333333333,0.5833333333333333,0.5,0.33341100000000007,0.00037312977740995156,0.235,first,2,signal_winner,0.5,1,-1,1,0,-2,13,0,420013,1,1.19841
0.72631,1000,0.0,0.20493336453589006,1.7874874309438593,0.27369,0.03158666666666665,-0.12981555555555557,0.25,0.1071428571428571,-0.0834528571428571,1.1286712401120869,1.0419573062959853,0.593,0.2603032062254962,0.43300063041226244,0.6428571428571429,0.75,0.75,0.6430602,0.00029280968522164694,0.026,first,6,signal_only,0.5,1,1,-1,0,-2,14,0,420014,1,1.1298155555555556
0.61472,1000,0.0,0.3357143452401163,1.7887457357032788,0.38527999999999996,0.18037333333333327,0.04376888888888886,0.25,0.1071428571428571,0.02813714285714286,1.1908529791223406,1.346154836186272,0.603,0.22621532283684717,0.0371325702484435,0.6428571428571429,0.75,0.75,0.6431799,0.00029229056153064534,0.161,first,6,signal_winner,0.5,1,1,1,0,-2,15,0,420015,1,0.9562311111111111
0.31412,1000,0.0,0.21512787267111624,0.6734150493590487,0.68588,0.37176,0.057639999999999914,0.5,0.16666666666666669,0.019213333333333305,0.5732934330613393,0.7463412264252071,0.261,0.16158,0.043185583069659195,0.3333333333333333,0.5,1.0,0.3332568000000001,0.0007448438309723723,0.015,second,2,signal_only,1.0,-1,-1,-1,1,1,16,0,420016,0,0.9423600000000001
0.15623,1000,0.0,0.33647994873394765,0.693049177356361,0.84377,0.68754,0.53131,0.5,0.16666666666666669,0.1771033333333333,0.0,0.5720872592276602,0.132,0.16449,0.026444884001948173,0.3333333333333333,0.5,1.0,0.3341854,0.0007455971595093424,0.197,second,2,signal_winner,1.0,-1,-1,1,1,1,17,0,420017,0,0.46869000000000005
0.63489,1000,0.0,0.14500151585414547,1.779193997792568,0.36511000000000005,0.012393333333333478,-0.11105749999999981,0.3571428571428571,0.0714285714285714,-0.06346142857142845,1.0925105307244858,0.6533890585046086,0.595,0.28091570818821926,0.5223348375389806,0.5714285714285715,0.6428571428571429,0.8,0.5712568,0.0004050699995526699,0.031,second,6,signal_only,1.0,-1,1,-1,1,1,18,0,420018,0,1.1110574999999998
0.40174,1000,0.0,0.3209625147895,1.7865635124500825,0.59826,0.37507111111111113,0.2969550000000001,0.3571428571428571,0.0714285714285714,0.16968857142857152,0.8370271709698276,1.3618656390896915,0.432,0.23921344864696958,0.013251309476425218,0.5714285714285715,0.6428571428571429,0.8,0.5717002999999999,0.00040437069601925897,0.136,second,6,signal_winner,1.0,-1,1,1,1,1,19,0,420019,0,0.7030449999999999
0.49387000000000003,1000,0.0,0.24974091194676135,0.687936122540609,0.50613,0.012259999999999938,-0.4816100000000001,0.5,0.16666666666666669,-0.16053666666666672,0.904272556419236,0.9007527663982687,0.439,0.137875,0.19803902297543546,0.3333333333333333,0.5,0.5,0.3331957,0.00037380091628445747,0.018,first,2,signal_only,1.0,1,-1,-1,1,1,20,0,420020,1,1.48161
0.39958000000000005,1000,0.0,0.3364167409627529,0.6896150198755521,0.60042,0.2008399999999999,-0.19874000000000014,0.5,0.16666666666666669,-0.06624666666666673,0.7119437316305701,1.3992510021359985,0.405,0.14265499999999998,0.15849748596797067,0.3333333333333333,0.5,0.5,0.33329970000000003,0.0003738004411435331,0.253,first,2,signal_winner,1.0,1,-1,1,1,1,21,0,420021,1,1.1987400000000001
0.7026400000000002,1000,0.0,0.2110735189454139,1.76872357602736,0.29735999999999985,-0.09299555555555572,-0.22962000000000016,0.3571428571428571,0.0714285714285714,-0.13121142857142865,1.2496975026069332,0.9186412253958454,0.663,0.25631149241060724,0.39009373354363164,0.5714285714285715,0.6428571428571429,0.6666666666666667,0.5713733,0.0002610556846174777,0.023,first,6,signal_only,1.0,1,1,-1,1,1,22,0,420022,1,1.2296200000000002
0.60627,1000,0.0,0.3317640533572015,1.786616941537715,0.39373,0.05691333333333348,-0.060972499999999874,0.3571428571428571,0.0714285714285714,-0.03484142857142847,1.2679269240234579,1.1550973672344949,0.64,0.22418076154516436,0.03226314365433791,0.5714285714285715,0.6428571428571429,0.6666666666666667,0.5711573,0.00026233264487497546,0.157,first,6,signal_winner,1.0,1,1,1,1,1,23,0,420023,1,1.0609724999999999
