mean_platform_revenue,mean_liquid_welfare,mean_effective_poa,mean_budget_utilization,mean_bid_to_value,mean_allocative_efficiency,mean_dual_cv,mean_no_sale_rate,mean_winner_entropy,warm_start_benefit,inter_episode_volatility,bid_suppression_ratio,cross_episode_drift,auction_type,auction_type_coded,objective,objective_coded,n_bidders,n_bidders_coded,cell_id,replicate,seed,auction_type_code,objective_code
2470.509890257767,3529.954155054936,0.8502420395820004,0.8141438680978754,0.9998791705624268,0.9999444444444445,0.10381058730341507,0.0,0.6609261212835004,137.71583215602504,0.00667451265085633,0.9998791704624389,3.2008319975589557e-08,second,-1,utility_max,1,2,-1,2,16,422016,0,1
1971.5155934527015,4673.065704458757,0.7099965178718286,0.44041074428992055,0.9998995668006684,1.0,0.01200016750911105,0.0,0.10261265007313496,66.96284024285205,0.009175302273975705,0.9998995667006784,-1.8711940369951174e-10,second,-1,utility_max,1,2,-1,2,17,422017,0,1
2331.278902969236,3855.6815512033877,0.812774870922523,0.6775731868647494,0.9874854184825285,0.9768333333333332,0.14742192431002013,0.0,0.4781841922144258,30.46593775979136,0.01482637663927645,0.9874854183837799,3.8588558174004234e-05,second,-1,utility_max,1,2,-1,2,18,422018,0,1
2151.5271624878837,3462.8359433387695,0.8200324824154014,0.7030726903138206,0.9872225796140479,0.9775666666666666,0.13643178711433912,0.0,0.5178391918113311,136.19071479816694,0.01418258938196898,0.9872225795153257,1.3298385970125298e-05,second,-1,utility_max,1,2,-1,2,19,422019,0,1
1786.0553408084813,2931.310511802942,0.8152048856797298,0.6836014915604015,0.9869350643940906,0.9758444444444445,0.11959760352214488,0.0,0.4853285186644035,95.11875791467855,0.012545915490060244,0.9869350642953971,4.343278595898707e-05,second,-1,utility_max,1,2,-1,2,20,422020,0,1
2392.367212499871,3826.1840076033536,0.8224194214989252,0.7079360588189902,0.9866145368525306,0.9762000000000001,0.15772610154440103,0.0,0.5242933254263306,57.778536303051624,0.013032819036757409,0.9866145367538692,1.618270792698352e-05,second,-1,utility_max,1,2,-1,2,21,422021,0,1
2444.777491598608,4415.550090173068,0.7773393428409806,0.6097360413355094,0.9987011069280931,0.9977222222222223,0.08853856172615508,0.0,0.32370563893927534,41.80683545441798,0.009126324811125918,0.998701106828223,-2.6629988150586644e-06,second,-1,utility_max,1,2,-1,2,22,422022,0,1
3467.640613133903,4884.210569191544,0.8546822850214086,0.8289767682553284,0.9998824063145446,0.9999777777777779,0.1282687005948969,0.0,0.6864419641312945,138.28631067424203,0.007434053966534563,0.9998824062145564,4.657273503011215e-08,second,-1,utility_max,1,2,-1,2,23,422023,0,1
2063.4989622654616,3179.4537803164885,0.83311329927843,0.7403817831963984,0.9902816598188888,0.9820111111111112,0.12743376867853676,0.0,0.5679186278507266,68.21772749749903,0.01462091972334332,0.9902816597198607,1.4064144374882154e-05,second,-1,utility_max,1,2,-1,2,24,422024,0,1
3237.4854523887116,4820.330676280738,0.8896662903038515,0.4063502843394366,0.9863364775716063,0.9527555555555555,0.11510358263063153,0.0,0.8082831361770939,106.90911375788801,0.006620242797974457,0.9863364774729726,-3.241687322779658e-06,second,-1,utility_max,1,4,1,3,0,423000,0,1
3169.351222178373,4767.672637461041,0.8883222268560178,0.3958288499275687,0.9884990301896515,0.9588444444444445,0.11260221309118808,0.0,0.7341010356574827,28.72964185308865,0.006649213807536788,0.9884990300908015,-1.917875129999296e-05,second,-1,utility_max,1,4,1,3,1,423001,0,1
3231.332551746548,4781.150000598266,0.8918224815940387,0.4123098375224598,0.985362579819313,0.9456444444444443,0.13254369908071895,0.0,0.8531169940439772,37.49129374621998,0.006774105193631382,0.9853625797207767,8.273512373280544e-06,second,-1,utility_max,1,4,1,3,2,423002,0,1
2583.283693522309,3474.6398498870185,0.9570157865871555,0.4593303290016909,0.9998944981106752,0.9999888888888888,0.050331734190953645,0.0,0.9537503002863226,85.52415003259966,0.006443378981005557,0.9998944980106858,6.7127116288750746e-09,second,-1,utility_max,1,4,1,3,3,423003,0,1
2691.541531618206,3559.8086793709545,0.9634143739207489,0.48101889781091045,0.9998917487932729,0.9999666666666668,0.06145959071694954,0.0,1.0946753885659033,106.38553839084125,0.005964617153068493,0.9998917486932838,1.2436182051769739e-08,second,-1,utility_max,1,4,1,3,4,423004,0,1
3271.35523061439,4189.88055887688,0.987866673203816,0.5115560828953898,0.9998946474728158,0.9999777777777776,0.06076454023505176,0.0,1.2706224872087069,74.43830829441731,0.00556140683725435,0.9998946473728263,-8.517099411928811e-09,second,-1,utility_max,1,4,1,3,5,423005,0,1
3280.4829139910303,4649.574466812692,0.91561287766991,0.4353919335288307,0.9904642077495821,0.9646888888888887,0.11585250687037722,0.0,0.92050185687461,82.51783066443113,0.007262608336250462,0.9904642076505357,-2.0547744810653092e-05,second,-1,utility_max,1,4,1,3,6,423006,0,1
2589.741191188935,3291.910323868103,0.9993211853933281,0.5161092347894763,0.9998966378280421,0.9999888888888888,0.045150115336530336,0.0,1.300124576969027,56.34099114007495,0.006152352544333973,0.9998966377280524,1.6951517194390817e-09,second,-1,utility_max,1,4,1,3,7,423007,0,1
3263.634353377499,4464.503605535769,0.9428688541619686,0.44722928352845936,0.9998131797702285,0.9995888888888889,0.07695674139956689,0.0,0.894345094559518,80.90301924153437,0.006960810273016664,0.9998131796702472,2.1453534616565272e-07,second,-1,utility_max,1,4,1,3,8,423008,0,1
3511.6589376318584,4760.6455676105215,0.9548612710959554,0.453651076174641,0.9998872910571996,0.9999666666666666,0.07877247290918712,0.0,0.9228846637843497,120.0134224970343,0.006130518319679173,0.999887290957211,5.724250747096839e-09,second,-1,utility_max,1,4,1,3,9,423009,0,1
3147.721595131777,4362.859394193083,0.9321924219369415,0.4366737854730971,0.9995040091607856,0.9988555555555555,0.07392465977750712,0.0,0.8429190459291195,99.90975730722585,0.006639195214417068,0.9995040090608353,7.5334484425844755e-06,second,-1,utility_max,1,4,1,3,10,423010,0,1
2557.865322813905,3335.8419181309,0.9692546732664429,0.49409245704843635,0.999893001892441,0.9999777777777776,0.05404442518192984,0.0,1.1763951646372777,83.71532808950042,0.005990403577978258,0.9998930017924517,2.5302403467003557e-09,second,-1,utility_max,1,4,1,3,11,423011,0,1
3025.411545753783,3972.371024384033,0.9714884250283018,0.48568872300249744,0.9998925479986134,0.9999888888888888,0.06325813963707659,0.0,1.1205027110211667,104.97713114368935,0.005736852114886234,0.9998925478986241,1.3111102706732438e-08,second,-1,utility_max,1,4,1,3,12,423012,0,1
2766.197326336522,4163.027262858729,0.8828087979864683,0.4031870576529146,0.9845834080316472,0.9443888888888888,0.10443912501978968,0.0,0.8105635648197986,65.27976253378256,0.006416119941898793,0.9845834079331889,-7.5356148246132196e-06,second,-1,utility_max,1,4,1,3,13,423013,0,1
2774.8771199124335,3754.8720282615486,0.9452539220305742,0.4630082607968281,0.9990947145908818,0.9972777777777777,0.07780013898121421,0.0,1.0028928368277883,98.67687381528185,0.00624706506942933,0.9990947144909723,2.905445593159848e-06,second,-1,utility_max,1,4,1,3,14,423014,0,1
2353.017539773519,3020.9268643534315,0.9889474559503658,0.5071689054924443,0.9998963341393512,0.9999777777777779,0.04468834431815556,0.0,1.2442004877874522,104.84455105257302,0.006533310810075884,0.9998963340393615,2.4954363813529956e-09,second,-1,utility_max,1,4,1,3,15,423015,0,1
3126.2920741465814,4190.685455237142,0.9623963519240202,0.4632559970005522,0.9998923271607352,0.9999666666666668,0.06606761352862467,0.0,0.987126085388575,72.6792322915253,0.006322806327533968,0.9998923270607459,-3.2579879495780804e-09,second,-1,utility_max,1,4,1,3,16,423016,0,1
4101.019304448042,5463.522913221108,0.9755365024031325,0.4651776456830838,0.9998921546273576,0.9999888888888888,0.07825175683550516,0.0,0.9787470631556368,116.66115481145698,0.007192014031951822,0.9998921545273683,1.2286012718531915e-08,second,-1,utility_max,1,4,1,3,17,423017,0,1
4049.7167066523066,5369.96483968203,0.980689622172324,0.4710015126432919,0.9998916989766735,0.9999666666666667,0.07983181570094311,0.0,1.0164623934282295,53.83789900434067,0.006281824297340148,0.9998916988766844,1.0883312726076918e-08,second,-1,utility_max,1,4,1,3,18,423018,0,1
