eta,alpha,gamma,episodes,auction_type,init,exploration,asynchronous,n_bidders,median_opp_past_bid_index,winner_bid_index_state,avg_rev_last_1000,time_to_converge,avg_regret_of_seller
0.747021822506379,0.03166110924631665,0.09185090077710607,98388,second,random,boltzmann,1,6,True,False,0.8887999999999999,1,0.10525064032199043
0.47842356538798836,0.019068590850185523,0.5070702666327774,22755,first,random,boltzmann,0,4,False,False,0.8058000000000002,4,0.19364535266974287
0.21253260491830184,0.06885967969338562,0.09952520844937354,66377,second,zeros,egreedy,1,4,True,False,0.8052,1,0.1778989710291215
0.12214381654011885,0.02189915762134934,0.49864337781837076,31911,second,random,boltzmann,0,4,True,True,0.829,8,0.1672213343361223
0.9247580264772569,0.07655689963485737,0.13119958973052145,42206,second,random,boltzmann,0,2,False,False,0.7088,7,0.30721698336729375
0.8358959729710619,0.07901943103557292,0.5387424673775549,36489,second,zeros,boltzmann,1,2,False,False,0.6895999999999999,11,0.3100879717175039
0.498735962667492,0.07034110804659104,0.7759021636041286,98376,second,zeros,boltzmann,1,4,False,False,0.8338000000000001,4,0.17074896316174676
0.5824889911954387,0.02944822794267942,0.19929319357681982,16703,first,zeros,egreedy,1,6,False,True,0.5823999999999999,14767,0.2297790816021074
0.7933875559038762,0.0170826726130604,0.6368428475000881,12034,first,random,boltzmann,1,4,True,False,0.8188000000000001,0,0.164450722951637
0.9791152744464646,0.08563638057460336,0.32400104211156733,73394,first,random,boltzmann,0,2,False,False,0.6338,6,0.37229201297108755
0.7109685257764906,0.013381532678006102,0.9320554987788309,66833,second,random,boltzmann,0,4,True,True,0.8194000000000001,1,0.16913500815465413
0.6196593881779664,0.027858893794070312,0.5411524832774898,71929,first,random,boltzmann,1,6,False,True,0.8814000000000001,3,0.12049660081469223
0.4626073025651669,0.0761594993636954,0.45693735177966416,76319,first,random,boltzmann,1,6,True,False,0.8750000000000001,2,0.11918133099228236
0.2718758477046539,0.010008552810289907,0.30722564285019854,86904,second,random,egreedy,0,4,True,True,0.8376,0,0.161122618061309
0.8703972376732105,0.06626053264599621,0.08136523965495486,36045,second,zeros,boltzmann,0,2,False,True,0.6824000000000001,11,0.30876404494382015
0.4149639994132531,0.07703737079116582,0.8758001476189932,13133,first,zeros,egreedy,0,4,False,False,0.517,2,0.30361684306708286
0.3597189916043039,0.0791209745858925,0.4732112501333429,80764,first,random,egreedy,1,6,True,False,0.7108000000000001,60668,0.18925263731365458
0.9177918096281543,0.09118025751911435,0.5420373969313236,50813,second,zeros,boltzmann,1,2,True,False,0.688,4,0.3095428335268534
0.34631842472702956,0.0817257806959267,0.8736823061797729,49919,first,zeros,egreedy,1,4,True,True,0.555,43400,0.29004186782587793
0.9927036976333059,0.05258463827529331,0.6503920961710218,49577,first,zeros,egreedy,0,6,False,False,0.5571999999999999,43106,0.24213647457490364
0.4077064271201818,0.020061666249484536,0.2533747864181249,50263,first,random,egreedy,0,6,False,False,0.5878,43291,0.22600720211686523
0.9164163790068596,0.014546877274428646,0.24031493443280047,22392,second,zeros,boltzmann,0,6,False,True,0.892,1,0.10864594498035009
0.09657780927379789,0.09831831872215535,0.23747465494289977,55972,second,zeros,boltzmann,1,4,False,True,0.8374000000000001,2,0.16795183305938682
0.9641816169091093,0.055618170464634464,0.427100202016259,69942,first,zeros,boltzmann,1,2,True,False,0.6426000000000002,9,0.3671156100769209
0.8837053408474079,0.030162494563976128,0.7035964153223118,85811,second,random,boltzmann,0,4,False,False,0.8286000000000001,0,0.16942350048362093
0.9287838634402114,0.0348000831861009,0.5685858197875232,91618,second,zeros,egreedy,0,4,True,True,0.7230000000000001,1,0.22549717304459824
0.8270812815939634,0.07132157926847946,0.48782220050643155,98542,first,random,boltzmann,0,6,True,False,0.875,4,0.12171256925980799
0.6440380976681918,0.025795188915989732,0.7359524649104392,44403,first,random,boltzmann,1,4,False,True,0.7956,8,0.18990608742652523
0.8995774312025153,0.013543242908977913,0.9517250175732996,12238,first,random,egreedy,1,2,False,True,0.4314000000000001,11297,0.4185487824807974
0.27279919732910374,0.04185408117430232,0.24483856487894168,70107,first,random,egreedy,1,4,True,False,0.5741999999999999,56733,0.2864763860955396
0.06444768452032346,0.07874639550394684,0.5907009234141913,42164,second,zeros,egreedy,0,2,False,False,0.7086000000000001,20,0.29892799544635235
0.5510748902636913,0.038091212101597126,0.2166762900247948,61057,second,zeros,egreedy,0,2,False,False,0.7022,8,0.3078434905088687
0.15028802888677018,0.08419542203815968,0.4637616743047209,97955,second,zeros,egreedy,0,6,True,False,0.889,14,0.09667500382828846
0.6155027058287076,0.07221797654065944,0.05741206786219456,15470,first,zeros,boltzmann,0,4,True,True,0.7972,12,0.1926826115061409
0.4376322836138695,0.0368502254256329,0.3609708241702756,87873,second,random,boltzmann,0,6,False,True,0.8980000000000001,41,0.10657198456863883
0.15108166117499255,0.033019194488548564,0.6128402237902295,35336,first,random,boltzmann,0,4,False,True,0.8012,4,0.19330427892234547
0.5667817514353487,0.05934883881327571,0.6762039366320708,77607,second,random,egreedy,1,2,False,False,0.6522,12,0.3148942750009664
0.07328031366958476,0.07751653099538723,0.17119594522824236,72387,first,zeros,boltzmann,1,6,True,False,0.8814000000000001,2,0.11877823366074017
0.9015744440770284,0.07725926107250675,0.3147633529314627,47219,second,zeros,boltzmann,1,4,True,False,0.833,0,0.16800864058959314
0.7906506161874105,0.04722949040593297,0.4138736859064361,23463,second,zeros,boltzmann,0,6,False,True,0.8964000000000001,15,0.10783787239483442
0.3841028158287043,0.018288991128100732,0.33490278180475647,26675,first,random,boltzmann,0,4,True,False,0.7986000000000001,0,0.19445923149015928
0.839400654015948,0.04835012619679805,0.17054404898408462,83786,first,random,egreedy,0,6,False,False,0.5671999999999999,73415,0.23630439452891888
0.12060680742635366,0.04588888421045597,0.7296094274918418,38648,second,random,boltzmann,1,6,False,True,0.8956000000000002,1,0.1079797143448561
0.6551445226596454,0.019807173480114484,0.3126924968902091,71273,second,random,boltzmann,1,2,True,True,0.6992,223,0.3059335232135591
0.10158710287160366,0.024744418497386865,0.17557953484645233,89569,second,zeros,egreedy,1,6,False,True,0.8926000000000001,1,0.10002121269635698
0.8403287669795628,0.08914912250333605,0.953784272467782,13829,first,zeros,egreedy,1,4,False,True,0.515,12190,0.3115626581820811
0.1151914209203726,0.07316787630022849,0.8404627560433864,69860,first,zeros,boltzmann,0,6,False,False,0.8808,1,0.11995991983967932
0.11671265703537892,0.09802827370241451,0.04277389204044675,56161,first,zeros,boltzmann,0,4,True,False,0.7986,5,0.1956660315877566
0.6579585451408465,0.09130920730763524,0.561724934714684,75639,second,zeros,egreedy,0,4,False,False,0.7754000000000001,1,0.19864355689525243
0.6200055634713277,0.0781947213932832,0.6624658647116544,71771,second,random,egreedy,0,6,True,True,0.8234000000000001,22674,0.14677794652436219
0.47987859108678077,0.028084917035275603,0.7794719782053592,30790,first,zeros,boltzmann,1,6,False,False,0.8782000000000001,14,0.11890224098733353
0.0392999153350293,0.0191522358327529,0.3105256917714923,44283,second,random,egreedy,1,4,False,False,0.8112,4,0.16179572296366548
0.475597875794168,0.013237851457878787,0.5033938514946368,46756,second,random,egreedy,1,6,False,True,0.8144000000000001,17243,0.1468046881683634
0.748402637511616,0.02545859304081095,0.49504454466801306,52985,second,zeros,boltzmann,1,6,True,True,0.8958,1,0.10094177597433235
0.0774537801550299,0.06327414181154159,0.6010554523539063,37403,second,random,egreedy,1,2,False,False,0.7152000000000001,10,0.3173970002406224
0.7554774337418546,0.021888718102478028,0.808106556279983,39780,second,random,egreedy,0,6,True,False,0.7718,1,0.16843137254901958
0.7724939026927218,0.043716938011600454,0.25952763143852015,71996,first,zeros,boltzmann,1,4,True,True,0.8078000000000001,5,0.18584365798099892
0.10488573539236068,0.01851196754535468,0.1472558034198987,71707,second,random,egreedy,1,2,False,False,0.7448000000000001,4,0.31331390240841195
0.12828584808319898,0.07205000369577277,0.7132791019005458,20483,first,random,egreedy,1,4,False,True,0.6082,15820,0.28218522677342184
0.7143007462631453,0.024447109675968838,0.2606864214080973,57145,second,random,boltzmann,0,2,False,True,0.6844000000000001,3,0.3110473357249103
0.6570472906376709,0.08410771023885211,0.6302686081521339,66166,second,zeros,boltzmann,0,6,False,False,0.8846,1,0.10653810113955806
0.5899880570601682,0.024303275436699398,0.11091786495009438,64062,second,random,egreedy,1,6,False,True,0.8050000000000002,0,0.1578283537822734
0.9250052599487867,0.045822813192255306,0.051492532422907265,16071,first,random,boltzmann,1,2,False,True,0.636,2,0.3509426918051148
0.2679156775215076,0.024445587883286272,0.5662376875224083,64592,first,zeros,boltzmann,1,4,False,True,0.8116,0,0.19097411444141685
0.4039192798344857,0.01099042839958062,0.45144608848971896,55316,first,zeros,egreedy,0,4,True,False,0.5411999999999998,47414,0.2998770699255188
0.7688085657975408,0.05573899777922403,0.0869599269281002,24559,first,zeros,boltzmann,0,4,True,True,0.8008000000000001,0,0.19196221344517284
0.920144071988034,0.045406752753126466,0.8707194817104873,72262,second,random,boltzmann,0,6,False,True,0.8912,1,0.10744513022058619
0.4554569650716668,0.06951613598964804,0.8288692043575557,49529,first,random,egreedy,0,6,False,True,0.5968,42473,0.22473702275434593
0.49952360381314886,0.04263663513940754,0.4239177530240123,26425,second,zeros,egreedy,0,2,True,True,0.6808,3,0.30558183538315986
0.43528401201248046,0.0678357086243216,0.2308630926315828,32997,second,random,boltzmann,0,6,True,False,0.9006000000000001,4,0.10811891990180923
0.9668509271638771,0.04643855795557249,0.43527830191678096,44440,first,random,egreedy,1,4,True,True,0.5102000000000001,37794,0.3050900090009
0.38303214993276724,0.08043133406650828,0.7984875813597456,98894,first,zeros,egreedy,1,6,True,False,0.7122,70960,0.19098833094019857
0.4901383103476783,0.049135052634145374,0.9356030595975244,32183,first,random,egreedy,1,4,False,False,0.55,26965,0.2972563154460429
0.7759262357621239,0.09277704457301515,0.43884478567660906,29861,first,random,boltzmann,0,2,False,True,0.6296000000000002,0,0.37284752687451855
0.13891200249685598,0.030609776838910523,0.964676666207446,67616,second,random,boltzmann,1,2,False,True,0.7092,136,0.2931170137245622
0.8897499987826385,0.020857656271479307,0.12292412431165285,98533,first,zeros,egreedy,1,2,False,False,0.2906,87947,0.5086133579612921
0.7769524535140219,0.08959078749230934,0.8320586138939311,83609,first,random,boltzmann,1,6,False,False,0.8784000000000001,12,0.12119030247939812
0.9895293732412128,0.07488875030833862,0.6094891360271754,53660,first,random,egreedy,0,2,False,False,0.29220000000000007,46649,0.5119418561311964
0.7360152761954578,0.049896909461502104,0.29364064278150154,64909,second,random,boltzmann,0,4,False,True,0.8362,7,0.17076830639818819
0.301037544054221,0.04663836771489412,0.5354528999562884,23541,first,zeros,boltzmann,1,2,True,True,0.6306,1,0.34217747759228573
0.90543458254391,0.07028759563004727,0.7092709470497996,17486,first,zeros,boltzmann,1,4,True,False,0.8036000000000001,2,0.18586297609516178
0.4030780584833953,0.07842452112948163,0.2468574098489152,70162,first,random,boltzmann,0,6,True,False,0.8724000000000001,1,0.12187793962543823
0.08917824867845892,0.037739798791720534,0.5782164153897996,43917,second,random,boltzmann,0,2,False,True,0.6858000000000001,2,0.3076712890224742
0.917868084559529,0.029024263082029905,0.15327363844659425,38120,first,random,boltzmann,0,6,True,True,0.8858,4,0.11873557187827909
0.11960543639537247,0.08617673417405414,0.5775329842236123,65738,first,random,egreedy,1,6,True,False,0.7196000000000001,50022,0.18678998448386014
0.9242262900721379,0.07690718690460711,0.6203244365620105,89358,first,zeros,egreedy,0,4,False,False,0.47020000000000006,79168,0.32158284652745134
0.9683173705051723,0.021669759713279804,0.35771560732249436,67946,second,zeros,egreedy,0,2,True,False,0.696,1,0.3154416742707444
0.4844333606456186,0.06343979225128323,0.611877394803139,49794,first,zeros,boltzmann,1,2,False,False,0.625,1,0.36979555769771455
0.9412400769367129,0.04357035582554021,0.7236771335584888,36168,first,zeros,boltzmann,1,2,True,True,0.624,3,0.3481751824817518
0.25539723181566343,0.07489532689167676,0.3722962316353607,38400,second,zeros,egreedy,0,6,True,True,0.8758,3,0.10595833333333332
0.8980470288669455,0.04987068136184943,0.9206539856313806,50170,first,zeros,egreedy,0,6,True,False,0.5701999999999998,43764,0.23764002391867645
0.015949926198145614,0.07111290609841678,0.7231399211338274,62378,first,zeros,boltzmann,1,2,False,True,0.6327999999999999,3,0.3682836897624162
0.6886584978137507,0.026152713474357936,0.04196975112322151,89776,first,random,boltzmann,0,4,True,False,0.8090000000000002,0,0.19541525574763852
0.10228067962326537,0.027299877007562173,0.9496182876226749,80657,second,random,boltzmann,0,2,True,True,0.7004000000000001,7,0.30984043542407974
0.836717438899544,0.06966283263309198,0.960062013676857,37908,first,zeros,egreedy,0,2,True,False,0.2866000000000001,33900,0.5119921916218212
0.4841961348084961,0.0807120286064191,0.463127840245343,41048,first,zeros,egreedy,1,6,False,False,0.7004000000000001,30905,0.19559052816215158
0.013026168202305843,0.031113459441070926,0.424835860126976,60178,first,random,boltzmann,1,2,False,False,0.6356,1060,0.3688823157964704
0.9335930243978869,0.04938853066485149,0.5532301941666108,88643,first,zeros,egreedy,1,4,True,True,0.49400000000000005,74663,0.3186828063129632
0.4325351672263368,0.0551570971879684,0.4425372305738113,86277,second,zeros,boltzmann,1,2,True,True,0.709,21,0.30836723576387676
0.5791102241243695,0.017747155861605787,0.1790843045542362,63854,first,zeros,boltzmann,1,4,True,False,0.7994000000000001,2,0.18551069627587932
0.5773413161558492,0.04683795284293794,0.1700582205939235,16841,first,zeros,egreedy,1,2,False,False,0.32820000000000005,14669,0.4940917997743601
0.3850175126485845,0.021175809395574716,0.7971146897415744,98307,first,random,boltzmann,1,4,False,True,0.8038000000000001,3,0.1936627096747942
0.8191122119978271,0.01566336277997554,0.26205345218771003,93770,first,zeros,boltzmann,0,6,True,True,0.8932,1,0.1187352031566599
0.7758400188878144,0.09196968120294594,0.49978884971858745,55964,first,random,boltzmann,0,4,True,False,0.8062,0,0.19609391751840463
0.06733492320321666,0.01741124395371342,0.13581627626510118,68238,first,random,boltzmann,1,6,False,True,0.8788,1,0.1156862745098039
0.36652123712618745,0.044312071659182425,0.000681523255818589,14173,first,random,egreedy,0,4,True,True,0.547,12444,0.2941931842235236
0.690600836580018,0.020767485004887166,0.551609145831285,70156,first,zeros,egreedy,0,4,False,False,0.5046,59458,0.31048805519128797
0.6644991708451957,0.056691678810500155,0.7108622801558407,73365,second,random,boltzmann,0,2,True,True,0.6878000000000001,4,0.3105840659715123
0.2291317554316301,0.05234269692463262,0.8804929189166664,35231,second,random,boltzmann,1,6,True,False,0.892,7,0.1038857824075388
0.7346830882165416,0.06638076976739642,0.9815596317629033,58698,first,random,egreedy,1,2,False,False,0.30160000000000003,51333,0.5032028348495691
0.9378317948898142,0.013539131952530457,0.3385065456137981,62211,second,random,boltzmann,1,2,False,False,0.6904000000000001,2,0.30900001607432764
0.3703411700999819,0.08787881092913927,0.02576642034583929,14142,first,random,boltzmann,1,6,True,True,0.8852000000000002,16,0.11131381699901002
0.4881297482102397,0.08170620344321251,0.33344976694026707,15084,second,zeros,egreedy,0,4,True,False,0.7848,0,0.18496420047732695
0.7825853555202436,0.09165247567209092,0.5864778513530894,69520,second,random,boltzmann,1,6,False,True,0.8902,1,0.10823935558112771
0.604588501708635,0.03028280668874106,0.2229089439516858,53719,first,random,egreedy,0,4,False,False,0.522,45179,0.30843835514436224
0.46501257426378484,0.08128790334327686,0.4111203183790032,12518,second,zeros,egreedy,1,4,False,False,0.7306000000000001,10698,0.19723598018852853
0.0908860800442104,0.07038029723843793,0.9284101758594526,20582,second,random,boltzmann,1,4,False,True,0.826,1,0.16776795257992422
0.8786484657383254,0.061867863952842876,0.9372109724927997,49727,first,random,egreedy,1,4,False,True,0.4932,43461,0.3186639049208679
0.5133399719758253,0.04157843779596521,0.9820035347780939,18077,second,random,boltzmann,0,4,False,True,0.8294000000000001,5,0.17208607622946284
0.3608373060616964,0.012941622863872912,0.04628842424999747,50195,first,zeros,egreedy,0,4,False,True,0.5365999999999999,43093,0.2973045124016336
0.8742711290233546,0.037959095660445204,0.0470924555534418,72174,second,random,boltzmann,0,4,True,True,0.8244000000000001,8,0.16920220578047493
0.012757636416912743,0.0596087007832389,0.18127673920515114,84644,first,zeros,egreedy,0,4,True,False,0.5528,70933,0.2894948253863239
0.5757150737128891,0.062341252240690044,0.9197796335243204,11772,second,random,boltzmann,1,6,True,True,0.8884000000000001,9,0.09969418960244646
0.7582614376103788,0.050406466126346625,0.7505376900263191,83619,second,random,boltzmann,1,4,True,False,0.834,15,0.16861239670409833
0.5908349833446324,0.08290368853844533,0.47969509443998065,81491,first,random,egreedy,1,4,True,False,0.5483999999999999,68312,0.3009878391478813
0.8792882690214372,0.030027390652035725,0.45311923441191215,72458,first,zeros,boltzmann,1,4,False,True,0.8090000000000002,4,0.19176626459466167
0.7653002845952331,0.08093689920677839,0.7357950015855765,94303,second,zeros,egreedy,1,4,False,False,0.7300000000000001,1,0.21706626512412114
0.904525357184721,0.05247183216529192,0.8511182724336899,36916,first,random,boltzmann,0,4,True,True,0.8034000000000001,3,0.19498320511431355
0.6439501168064086,0.08020595974888937,0.11626028687060494,20571,second,zeros,boltzmann,0,6,True,False,0.8952,2,0.10784113557921343
0.283345206261304,0.07784414729344973,0.9365759656906979,90179,second,zeros,egreedy,1,6,False,True,0.853,17,0.1226826644784262
0.028422996650061427,0.03329849692144457,0.7358129819744881,38515,first,zeros,egreedy,1,6,True,True,0.7038000000000001,31614,0.18634298325327792
0.4203946354602849,0.0417058430511098,0.7886011957001072,92361,first,zeros,boltzmann,0,2,True,True,0.623,129,0.3690713612888557
0.6626451729156754,0.07205529394976469,0.40257308064965985,33084,first,random,boltzmann,0,4,True,True,0.8172,3,0.19385805827590374
0.11778981631582497,0.08388382557310028,0.8279791198589628,52756,second,random,boltzmann,1,6,True,False,0.8816000000000002,9,0.1062286754113276
0.25046829681563587,0.08020894106553247,0.258056001920053,37196,first,random,boltzmann,1,2,False,False,0.6404,10,0.3690934509086998
0.8695118575783584,0.07355846909375621,0.5711888507172597,87520,first,zeros,boltzmann,0,4,False,True,0.807,5,0.195717550274223
0.35147557493139747,0.0895941850273359,0.3982067733794906,43154,first,random,boltzmann,0,2,False,True,0.6108,1040,0.3728229132872966
0.15903164684861593,0.06521686722524787,0.5467425720453738,32026,first,random,egreedy,0,4,True,False,0.5369999999999999,27733,0.29509148816586517
0.542511213456126,0.044245916146608465,0.11406186850428462,34124,first,random,egreedy,1,6,True,True,0.6371999999999999,30134,0.20287774000703315
0.38534292478824983,0.027329623443758437,0.7521415314070551,62792,second,random,egreedy,0,4,True,False,0.8306,0,0.16680787361447313
0.25413258032840913,0.08989039905099823,0.4605467515786093,56738,first,random,egreedy,1,4,False,True,0.6144000000000001,41772,0.27856463040642954
0.8601814214767834,0.0816084079682375,0.9571968206362833,66146,first,zeros,egreedy,1,4,True,False,0.497,57979,0.31623076225319746
0.09157664167695345,0.08068078859741962,0.7810109208251372,82686,first,random,egreedy,1,4,False,True,0.6116000000000001,61893,0.2700940908980964
0.36377306064606063,0.038872622130478984,0.5259012809295535,72651,second,random,boltzmann,0,2,True,True,0.6836000000000001,1,0.3078801392960867
0.4305694925689403,0.0840915551875831,0.6571420944771248,95159,second,random,egreedy,0,6,True,True,0.8418000000000001,25459,0.12414169968158553
0.5847039140674586,0.0492536880399766,0.6503939118820379,45645,first,random,egreedy,1,2,False,True,0.331,36802,0.5052426333661956
0.7523017446371408,0.02617089303260977,0.3838390128355012,57115,second,random,boltzmann,0,2,False,False,0.6950000000000001,4,0.307814059353935
0.2508220536684387,0.03065139190862704,0.5749040652417423,22011,first,zeros,boltzmann,1,6,False,False,0.8850000000000001,6,0.11952205715324153
0.3324307959097659,0.08134544379459163,0.6116032617319231,85231,first,zeros,egreedy,0,4,True,False,0.5322,71663,0.3024275205031033
0.9368500782608452,0.020434322857023308,0.6997887751729095,94558,first,random,boltzmann,1,6,True,False,0.8852000000000001,4,0.11621438693711794
