eta,auction_type,alpha_lr,gamma_disc,episodes,init,exploration,winning_info,opp_info,final_avg_rev
0.1521462828432919,second,0.022829297349869573,0.019700884945662522,133267,random,boltzmann,True,False,0.695
0.5172834599655177,second,0.03617958197050075,0.2961907578579898,157976,random,boltzmann,False,True,0.678
0.044047233696675625,first,0.09199528398829289,0.09846059546549658,107323,random,boltzmann,True,False,0.644
0.8587556571342133,second,0.06455429633163165,0.7009604655658923,145227,random,egreedy,True,True,0.674
0.9603254145877786,second,0.024324756609385375,0.24909373885780406,99961,random,boltzmann,True,True,0.704
0.3003623722981096,first,0.011770987537060903,0.9385948041424662,119814,random,boltzmann,True,False,0.625
0.6982233869838018,first,0.034684100592197904,0.03974722799208714,192687,zeros,boltzmann,True,True,0.636
0.7475060803007401,second,0.024067607859614294,0.2473601382240537,105264,zeros,boltzmann,False,True,0.675
0.24546808321287605,first,0.010265773145254432,0.2778667213176592,214338,zeros,boltzmann,False,False,0.631
0.7788164325646951,first,0.02428929325274875,0.30306515180473514,55838,zeros,boltzmann,True,False,0.637
0.33210216729275965,first,0.04454033233720096,0.3879824622875358,156549,random,boltzmann,False,False,0.619
0.06378348055453587,first,0.01981311428553833,0.07605625608396037,157043,random,boltzmann,False,False,0.63
0.7000450782567477,first,0.024709009532692658,0.720697795858211,233329,random,boltzmann,False,False,0.631
0.4840509446848721,first,0.08581425893691712,0.5447061700583439,168755,random,boltzmann,True,True,0.634
0.3990581401379526,first,0.08179256945630466,0.6801624416994178,66242,zeros,boltzmann,False,False,0.622
0.9196182992718022,second,0.06984720346331842,0.21813141009300818,95207,zeros,egreedy,False,False,0.718
0.5288060690411904,first,0.023294456690141727,0.5269245326181915,209066,random,boltzmann,True,False,0.617
0.7049957376854643,first,0.03089185275665031,0.9298292252993011,227057,zeros,egreedy,True,True,0.239
0.8545096592738795,second,0.09624712109875477,0.8143975468458707,222047,random,egreedy,True,True,0.675
0.28101929368871514,second,0.024087912094692496,0.07967929611589823,221077,zeros,egreedy,True,False,0.719
0.6824769139473528,second,0.06320370088711703,0.5199227626509855,210016,random,egreedy,False,True,0.655
0.3418531586584459,second,0.08669392992332298,0.8493368418116255,234666,random,boltzmann,True,True,0.703
0.34681819919543666,first,0.05195601412804658,0.036784177023368725,65233,zeros,egreedy,False,False,0.374
0.6732458350853707,first,0.05003571296507101,0.7249397223400071,65940,zeros,egreedy,True,True,0.27
0.6225259266420454,first,0.09060112312202659,0.9605030122785269,208862,random,boltzmann,False,True,0.622
0.7958643687600416,first,0.009903010368826248,0.7121569425725206,63143,random,egreedy,False,False,0.296
0.11871763461482132,first,0.08293213078638154,0.14832153747049864,70632,zeros,boltzmann,False,True,0.643
0.8639183611899874,second,0.0068073622112416856,0.9447662431326708,113178,random,boltzmann,False,False,0.692
0.688156891865698,first,0.07556993732056334,0.35055935728985754,190317,random,egreedy,True,True,0.313
0.3353560345429629,first,0.050114145379438556,0.9523225599001042,174889,random,egreedy,True,False,0.283
0.9779939494674417,second,0.05304233258278529,0.4201588566748991,140152,random,boltzmann,False,False,0.677
0.946188529964882,second,0.07906863506727252,0.6732877263785403,126770,random,boltzmann,False,False,0.682
0.1258199757882621,second,0.04761349488742374,0.44697348696312417,211949,random,egreedy,True,False,0.637
0.927074775548775,second,0.05215100480909234,0.7134045224116419,63133,random,egreedy,True,False,0.66
0.45825433982924146,first,0.003092777814675507,0.8567201664885425,224111,zeros,egreedy,True,False,0.279
0.8367723704572287,second,0.07269311681153787,0.790376467501805,193468,random,boltzmann,True,True,0.682
0.2710880606085726,second,0.08579006538393934,0.27553626103286594,169490,random,egreedy,True,True,0.654
0.3875562951104732,first,0.09336884544458095,0.5565249438191101,63656,random,egreedy,True,True,0.352
0.44478572651854975,second,0.038862065141435094,0.5721940642658851,141401,zeros,egreedy,True,False,0.672
0.776928198500656,first,0.0026058496362116623,0.679823650636111,158121,zeros,boltzmann,True,True,0.665
0.5381932447267871,first,0.03878225060771141,0.8570439958903681,180483,random,boltzmann,False,False,0.629
0.37480375543972877,second,0.025844570432585732,0.6553792137395386,93468,zeros,egreedy,True,False,0.682
0.055298181805084945,second,0.06440879916384941,0.7873687041479208,59230,random,boltzmann,True,True,0.692
0.48885045431813845,second,0.04379369224782317,0.37129890933025345,57977,random,egreedy,True,True,0.698
0.3170640648252986,first,0.01105386379110201,0.5259980024935468,154723,random,boltzmann,False,False,0.634
0.6536579270711469,first,0.008216103332520088,0.9221796221015759,136117,random,egreedy,True,True,0.362
0.039562976390033144,first,0.05539955037044145,0.43110468276284847,233281,random,egreedy,True,False,0.348
0.2106710379682939,first,0.09386524956173417,0.5611318477333943,146435,zeros,boltzmann,False,True,0.631
0.43338162441979544,second,0.09962118547408295,0.17374177434076535,57479,random,boltzmann,True,True,0.699
0.31319623258489593,second,0.05389894055904683,0.46229048907513476,122457,random,egreedy,False,True,0.689
0.7421172774367764,second,0.0829647861775079,0.9556427729462936,229510,zeros,boltzmann,True,False,0.697
0.6218904314465419,second,0.06762577951662571,0.5405824250072134,153571,random,egreedy,True,False,0.661
0.8093155949729451,second,0.04832839125466548,0.3109622242226307,154588,random,egreedy,False,True,0.686
0.9660599311426196,first,0.054642157744494387,0.6688083371474991,139141,zeros,boltzmann,False,False,0.632
0.19768414662689882,second,0.04503551388508083,0.33994383617659474,70598,random,egreedy,False,False,0.702
0.7553705490539921,first,0.05390669292607224,0.3149497269906588,206264,random,boltzmann,False,False,0.625
0.039879188137865174,first,0.08858764345611725,0.7426983119438326,173214,zeros,boltzmann,False,False,0.626
0.8468921793952306,second,0.03642751352872213,0.07851107823299643,168978,random,egreedy,False,True,0.669
0.48356902342247177,second,0.036195239108691685,0.6702786106847008,124539,random,egreedy,True,False,0.648
0.9788536911967798,second,0.03652911988042704,0.645719554415506,149630,zeros,egreedy,True,False,0.68
0.19205983479063105,second,0.0636969511194275,0.23694819533909675,196246,random,egreedy,False,False,0.641
0.14448460533387775,second,0.03758034947105359,0.04389643576865674,91974,random,egreedy,False,True,0.688
0.7596439854481012,second,0.08294546629704787,0.5650447974515557,124258,zeros,egreedy,True,False,0.644
0.3729357650118589,second,0.020626958273656428,0.7563941483037098,235347,zeros,boltzmann,False,True,0.7
0.9014232016292112,second,0.09199301647777698,0.21471979912960593,57948,random,boltzmann,True,False,0.698
0.9068501092011524,second,0.050270982671718895,0.040571254710538754,176871,zeros,egreedy,True,False,0.673
0.4104427647229857,first,0.0789381560946561,0.051620961467139445,87419,zeros,egreedy,True,False,0.343
0.309585336204264,second,0.0659397234851363,0.8884559540574491,175089,zeros,boltzmann,False,True,0.693
0.019850539464430272,first,0.025995291453527677,0.44114098205746105,240366,random,boltzmann,False,False,0.624
0.6717172267976129,second,0.09404653449272392,0.47517797709632154,229110,zeros,egreedy,False,False,0.65
0.7248826102972551,second,0.01451898114610203,0.5232649922716535,102598,zeros,boltzmann,False,False,0.696
0.032822644867427586,first,0.028624247137915754,0.10164251619211913,140961,zeros,egreedy,False,False,0.332
